date,name,cylinder_c,cylinder_d,cylinder_e,cylinder_f8,cylinder_f9,cylinder_g,total
1/05/2021,Bethesda Hospital,0,0,0,0,0,2,73.2
1/05/2021,Fremantle Hospital,0,0,0,0,0,2,73.2
1/05/2021,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/05/2021,Royal Perth Hospital - Theatres,3,3,0,0,0,0,25
1/09/2021,Bethesda Hospital,0,0,0,0,0,2,73.2
1/09/2021,Fiona Stanley Hospital,0,0,0,1,0,0,233
1/09/2021,Perth Children's Hospital - Theatre,2,0,0,0,0,0,3.5
1/09/2021,Rockingham General Hospital,0,0,0,1,0,0,233
1/09/2021,South Perth Hospital,0,0,0,0,0,3,109.8
1/12/2021,Bethesda Hospital,0,0,0,0,0,2,73.2
1/12/2021,Fiona Stanley Hospital,0,0,0,1,0,0,233
1/12/2021,Osborne Park Hospital,0,0,0,0,0,2,73.2
1/12/2021,Rockingham General Hospital,0,0,0,1,0,0,233
1/08/2022,Bethesda Hospital,0,0,0,0,0,1,36.6
1/08/2022,Fiona Stanley Hospital,0,0,0,2,0,0,466
1/08/2022,Osborne Park Hospital,1,0,0,0,0,0,1.8
1/08/2022,Rockingham General Hospital,1,0,0,1,0,0,234.8
1/01/2023,Bethesda Hospital,0,0,0,0,0,5,183
1/01/2023,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/01/2023,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/01/2023,Rockingham General Hospital,2,0,0,0,0,0,3.5
1/01/2023,Sir Charles Gairdner Hospital,1,0,0,0,0,0,1.8
1/08/2020,Fiona Stanley Hospital,0,0,0,1,0,0,233
1/08/2020,Rockingham General Hospital,1,0,0,1,0,0,234.8
1/09/2020,Fiona Stanley Hospital,0,0,0,1,0,0,233
1/09/2020,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/09/2020,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/09/2020,Perth Children's Hospital - Pack Store,0,0,0,2,0,0,466
1/09/2020,Royal Perth Hospital - Main Store,0,0,0,1,0,0,233
1/09/2020,South Perth Hospital,0,0,0,0,0,2,73.2
1/06/2021,Fiona Stanley Hospital,0,0,0,1,0,0,233
1/06/2021,Fremantle Hospital,1,0,0,0,0,0,1.8
1/06/2021,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/06/2021,Rockingham General Hospital,0,0,0,1,0,0,233
1/06/2021,Royal Perth Hospital - Main Store,0,0,0,1,0,0,233
1/06/2022,Fiona Stanley Hospital,0,0,0,1,0,0,233
1/06/2022,Osborne Park Hospital,0,0,0,0,0,2,73.2
1/06/2022,Rockingham General Hospital,0,0,0,1,0,0,233
1/06/2022,Royal Perth Hospital - Theatres,0,1,0,0,0,0,6.6
1/02/2023,Fiona Stanley Hospital,0,0,0,1,0,0,233
1/02/2023,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/02/2023,Sir Charles Gairdner Hospital,0,1,0,0,0,0,6.6
1/02/2023,South Perth Hospital,0,0,0,0,0,2,73.2
1/09/2023,Fiona Stanley Hospital,0,0,0,1,0,0,233
1/09/2023,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/09/2023,Osborne Park Hospital,0,2,0,0,0,0,13.2
1/09/2023,Rockingham General Hospital,1,0,0,0,0,0,1.8
1/09/2023,South Perth Hospital,0,0,0,0,0,1,36.6
1/05/2020,Fremantle Hospital,0,1,0,0,0,0,6.6
1/06/2020,Fremantle Hospital,0,0,0,0,0,2,73.2
1/06/2020,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/06/2020,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/06/2020,Royal Perth Hospital - Theatres,1,0,0,0,0,0,1.8
1/06/2020,South Perth Hospital,0,0,0,0,0,1,36.6
1/08/2021,Fremantle Hospital,0,0,0,0,0,2,73.2
1/08/2021,Osborne Park Hospital,1,0,0,0,0,4,148.2
1/08/2021,Rockingham General Hospital,1,0,0,0,0,0,1.8
1/08/2021,Sir Charles Gairdner Hospital,0,1,0,0,0,0,6.6
1/08/2021,South Perth Hospital,0,0,0,0,0,1,36.6
1/10/2021,Fremantle Hospital,2,0,0,0,0,0,3.5
1/10/2021,King Edward Memorial Hospital For Women,0,0,0,0,0,6,219.6
1/10/2021,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/10/2021,Rockingham General Hospital,1,0,0,1,0,0,234.8
1/10/2022,Fremantle Hospital,0,0,0,0,0,2,73.2
1/10/2022,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/04/2024,Fremantle Hospital,0,1,0,0,0,0,6.6
1/04/2024,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/04/2024,Osborne Park Hospital,2,0,0,0,0,1,40.1
1/04/2024,Royal Perth Hospital - Theatres,0,0,1,0,0,0,16.8
1/04/2024,Sir Charles Gairdner Hospital,1,2,0,0,0,0,15
1/04/2024,South Perth Hospital,0,0,0,0,0,1,36.6
1/05/2019,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/05/2019,Royal Perth Hospital - Main Store,0,0,0,1,0,0,233
1/05/2019,South Perth Hospital,0,0,0,0,0,1,36.6
1/01/2020,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/01/2020,Perth Children's Hospital - Pack Store,0,3,0,0,0,0,19.8
1/01/2020,Sir Charles Gairdner Hospital,0,1,0,0,0,0,6.6
1/03/2021,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/03/2021,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/03/2021,Rockingham General Hospital,0,0,0,1,0,0,233
1/03/2021,South Perth Hospital,0,0,0,0,0,1,36.6
1/03/2024,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/03/2024,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/03/2024,Perth Children's Hospital - Pack Store,0,0,0,1,0,0,233
1/03/2024,Rockingham General Hospital,2,0,0,0,0,0,3.5
1/03/2024,Royal Perth Hospital - Theatres,2,0,0,0,0,0,3.5
1/06/2024,King Edward Memorial Hospital For Women,0,0,0,0,0,8,292.8
1/06/2024,Osborne Park Hospital,0,4,0,0,0,4,172.8
1/06/2024,Rockingham General Hospital,2,0,0,1,0,0,236.5
1/06/2024,Royal Perth Hospital - Theatres,13,0,0,0,0,0,22.8
1/06/2024,Sir Charles Gairdner Hospital,1,1,0,0,0,0,8.4
1/06/2024,UWA - OHCWA,0,5,0,0,0,0,33
1/02/2017,Osborne Park Hospital,0,0,0,0,0,4,146.4
1/02/2017,South Perth Hospital,0,0,0,0,0,1,36.6
1/11/2018,Perth Children's Hospital - Theatre,1,0,0,0,0,0,1.8
1/11/2018,Royal Perth Hospital - Main Store,0,0,0,1,0,0,233
1/11/2018,UWA - OHCWA,0,4,0,0,0,4,172.8
1/11/2020,Rockingham General Hospital,2,0,0,1,0,0,236.5
1/11/2020,Royal Perth Hospital - Main Store,0,0,0,1,0,0,233
1/11/2020,South Perth Hospital,0,0,0,0,0,1,36.6
